t_5s,fr_cool,T_in,duty,T_chamber,T_cool,gap,T_out
21899,18.444,288.437,217.062,1107.117,148.68,32.22,164.364
21900,18.439,288.707,217.062,1107.117,148.59125,32.27,164.364
21901,18.446,288.935,217.062,1107.117,148.59125,32.32,164.364
21902,18.448,289.411,217.062,1107.117,148.606,32.33,164.394
21903,18.448,289.4,217.062,1107.117,148.59125,32.36,164.364
21904,18.441,289.119,217.062,1107.117,148.6075,32.4,164.34
21905,18.448,288.534,217.062,1107.117,148.60625,32.45,164.364
21906,18.448,287.841,217.062,1107.117,148.6355,32.45,164.364
21907,18.446,287.831,217.062,1107.117,148.62225,32.48,164.364
21908,18.446,287.473,217.062,1107.117,148.62225,32.53,164.364
21909,18.444,287.008,217.062,1107.117,148.69475,32.56,164.364
21910,18.448,286.618,217.062,1107.117,148.64825,32.58,164.364
21911,18.448,285.806,217.062,1107.117,148.61875,32.61,164.364
21912,18.444,285.309,217.062,1107.117,148.64825,32.68,165.09
21913,18.444,284.356,217.062,1107.117,148.6615,32.68,165.558
21914,18.45,284.194,217.062,1107.117,148.6075,32.7,165.558
21915,18.446,284.215,217.062,1107.117,148.62225,32.76,165.558
21916,18.444,284.291,217.062,1107.117,148.62075,32.76,165.588
21917,18.446,283.901,217.062,1107.117,148.6075,32.81,165.558
21918,18.441,282.906,217.062,1107.117,148.663,32.84,165.558
21919,18.448,282.234,217.062,1107.117,148.61875,32.89,165.558
21920,18.444,281.78,217.062,1107.117,148.61725,32.9,165.588
21921,18.439,280.741,217.062,1107.117,148.6665,32.93,165.558
21922,18.446,280.827,217.062,1107.117,148.6925,32.97,167.796
21923,18.446,280.795,217.062,1107.117,148.68,32.97,167.952
21924,18.446,280.697,217.062,1107.117,148.6335,32.98,167.952
21925,18.446,280.351,217.062,1107.117,148.67775,32.99,167.952
21926,18.441,280.07,217.062,1107.117,148.68,33.03,167.952
21927,18.441,280.362,217.062,1107.117,148.70725,33.05,167.952
21928,18.439,280.405,217.062,1107.117,148.6615,33.06,167.922
21929,18.441,281.228,217.062,1107.117,148.67775,33.08,167.922
21930,18.448,281.672,217.062,1107.117,148.6615,33.11,167.952
21931,18.444,281.347,217.062,1107.117,148.6355,33.11,167.952
21932,18.446,281.163,217.062,1107.117,148.6335,33.12,170.364
21933,18.448,281.12,217.062,1107.117,148.68275,33.13,170.418
21934,18.448,280.535,217.062,1107.117,148.66025,33.15,170.394
21935,18.448,280.654,217.062,1107.117,148.6355,33.15,170.418
21936,18.446,280.957,217.062,1107.117,148.72075,33.17,170.418
21937,18.448,281.228,217.062,1107.117,148.6765,33.17,170.418
21938,18.444,281.726,217.062,1107.117,148.64675,33.17,170.418
21939,18.441,281.953,217.062,1107.117,148.691,33.17,170.418
21940,18.444,282.516,217.062,1107.117,148.64825,33.17,170.418
21941,18.446,282.245,217.062,1107.117,148.691,33.17,170.418
21942,18.448,282.667,217.062,1107.117,148.64675,33.17,173.328
21943,18.448,282.906,217.062,1107.117,148.663,33.2,174.006
21944,18.444,282.884,217.062,1107.117,148.71925,33.2,174.03
21945,18.444,283.154,217.062,1107.117,148.66525,33.2,174.006
21946,18.441,283.955,217.062,1107.117,148.73675,33.2,174.006
21947,18.444,284.648,217.062,1107.117,148.706,33.2,174.006
21948,18.446,284.075,217.062,1107.117,148.691,33.2,174.006
21949,18.446,284.107,217.062,1107.117,148.621,33.23,174.006
21950,18.446,284.876,217.062,1107.117,148.6335,33.25,174.006
21951,18.441,285.2,217.062,1107.117,148.64825,33.26,174.006
21952,18.448,285.752,217.062,1107.117,148.722,33.26,175.17
21953,18.448,286.456,217.062,1107.117,148.64675,33.26,175.2
21954,18.446,287.138,217.062,1107.117,148.64675,33.28,175.2
21955,18.444,287.636,217.062,1107.117,148.722,33.33,175.2
21956,18.448,287.841,217.062,1107.117,148.66025,33.36,175.2
21957,18.446,288.101,217.062,1107.117,148.6925,33.36,175.2
21958,18.444,289.335,217.062,1107.117,148.7045,33.4,175.2
21959,18.441,290.017,217.062,1107.117,148.7045,33.4,175.2
21960,18.444,289.66,217.062,1107.117,148.70725,33.45,175.2
21961,18.439,289.292,217.062,1107.117,148.71925,33.47,175.2
21962,18.444,289.487,217.062,1107.117,148.765,33.49,176.37
21963,18.444,290.05,217.062,1107.117,148.78325,33.53,176.37
21964,18.446,290.796,217.062,1107.117,148.75025,33.56,176.37
21965,18.441,291.771,217.062,1107.117,148.67775,33.61,176.394
21966,18.444,291.955,217.062,1107.117,148.675,33.67,176.394
21967,18.441,291.619,217.062,1107.117,148.75025,33.72,176.37
21968,18.446,291.045,217.062,1107.117,148.70725,33.76,176.37
21969,18.441,291.565,217.062,1107.117,148.70725,33.81,176.394
21970,18.444,291.998,217.062,1107.117,148.7045,33.87,176.394
21971,18.448,291.359,217.062,1107.117,148.7205,33.95,176.37
21972,18.444,291.121,217.062,1107.117,148.7205,34.02,176.394
21973,18.448,291.067,217.062,1107.117,148.706,34.1,176.37
21974,18.448,290.634,217.062,1107.117,148.73675,34.13,176.394
21975,18.446,291.251,217.062,1107.117,148.7355,34.21,176.394
21976,18.441,291.5,217.062,1107.117,148.67625,34.3,176.37
21977,18.448,292.593,217.062,1107.117,148.70725,34.37,176.37
21978,18.444,293.719,217.062,1107.117,148.6925,34.48,176.394
21979,18.441,294.347,217.062,1107.117,148.72425,34.55,176.37
21980,18.444,294.13,217.062,1107.117,148.706,34.61,176.37
21981,18.45,294.639,217.062,1107.117,148.706,34.71,176.37
21982,18.441,294.823,217.062,1107.117,148.64825,34.79,176.37
21983,18.548,294.628,217.062,1107.117,148.75025,34.89,176.394
21984,18.548,295.278,217.062,1107.117,148.765,35,176.37
21985,18.551,296.144,217.062,1107.117,148.70725,35.01,176.394
21986,18.551,296.23,217.062,1107.117,148.72425,35.21,176.394
21987,18.548,296.306,217.062,1107.117,148.739,35.26,176.394
21988,18.551,296.198,217.062,1107.117,148.727,35.28,176.394
21989,18.546,295.96,217.062,1107.117,148.7095,35.38,176.394
21990,18.548,295.949,217.062,1107.117,148.72425,35.57,176.37
21991,18.553,297.345,217.062,1107.117,148.67775,35.67,176.394
21992,18.557,297.573,217.062,1107.117,148.78125,35.79,177.408
21993,18.553,298.06,217.062,1107.117,148.739,35.87,177.588
21994,18.544,299.023,217.062,1107.117,148.7515,35.96,177.588
21995,18.548,298.428,217.062,1107.117,148.72425,36.08,177.588
21996,18.555,297.583,217.062,1107.117,148.70575,36.17,177.588
21997,18.553,297.692,217.062,1107.117,148.70725,36.27,177.588
21998,18.548,297.757,217.062,1107.117,148.76625,36.38,177.612
21999,18.553,297.085,217.062,1107.117,148.7355,36.47,177.612
22000,18.548,296.317,217.062,1107.117,148.67775,36.58,177.612
22001,18.555,295.375,217.062,1107.117,148.691,36.72,177.588
22002,18.622,295.115,217.062,1107.117,148.722,36.82,177.588
22003,18.62,294.996,217.062,1107.117,148.7355,36.95,178.758
22004,18.62,295.018,217.062,1107.117,148.7475,37.05,178.758
22005,18.624,294.899,217.062,1107.117,148.781,37.2,178.782
22006,18.618,293.968,217.062,1107.117,148.74875,37.32,178.758
22007,18.62,293.719,217.062,1107.117,148.7635,37.46,178.782
22008,18.62,293.07,217.062,1107.117,148.73675,37.6,178.782
22009,18.624,291.771,217.062,1107.117,148.71925,37.72,178.782
22010,18.622,290.569,217.062,1107.117,148.734,37.84,178.758
22011,18.618,290.461,217.062,1107.117,148.69125,37.94,178.782
22012,18.62,289.747,217.062,1107.117,148.75025,38.06,179.976
22013,18.618,287.701,217.062,1107.117,148.7475,38.2,179.976
22014,18.62,286.791,217.062,1107.117,148.71775,38.33,179.976
22015,18.626,286.185,217.062,1107.117,148.68825,38.41,179.976
22016,19.679,285.752,217.062,1107.117,148.734,38.55,179.976
22017,19.69,286.64,217.062,1107.117,148.75025,38.65,179.976
22018,19.684,286.326,217.062,1107.117,148.77975,38.75,179.952
22019,18.993,286.781,217.062,1107.117,148.793,38.82,179.976
22020,18.84,287.149,217.062,1107.117,148.67625,38.9,179.976
22021,18.84,286.932,217.062,1107.117,148.7635,38.96,179.976
22022,18.844,286.835,217.062,1107.117,148.71775,39.03,182.106
22023,18.849,287.214,217.062,1107.117,148.7325,39.08,182.34
22024,18.844,286.64,217.062,1107.117,148.734,39.13,182.37
22025,18.849,286.229,217.062,1107.117,148.7475,39.18,182.37
22026,18.905,286.391,217.062,1107.117,148.70575,39.22,182.34
22027,19.035,286.683,217.062,1107.117,148.75025,39.28,182.37
22028,19.035,286.932,217.062,1107.117,148.7045,39.27,182.34
22029,19.031,286.986,217.062,1107.117,148.72075,39.3,182.37
22030,19.023,287.04,217.062,1107.117,148.7635,39.31,182.37
22031,19.025,288.588,217.062,1107.117,148.74875,39.31,182.37
22032,19.021,287.571,217.062,1107.117,148.73675,39.31,182.916
22033,19.025,287.376,217.062,1107.117,148.76625,39.32,183.588
22034,19.025,287.766,217.062,1107.117,148.67775,39.32,183.588
22035,19.029,287.43,217.062,1107.117,148.77975,39.31,183.564
22036,19.027,287.344,217.062,1107.117,148.79575,39.31,183.564
22037,19.029,287.116,217.062,1107.117,148.75025,39.26,183.588
22038,19.021,286.694,217.062,1107.117,148.7635,39.23,183.564
22039,19.025,286.683,217.062,1107.117,148.734,39.2,183.564
22040,19.021,287.495,217.062,1107.117,148.70325,39.18,183.564
22041,19.023,287.733,217.062,1107.117,148.75025,39.17,183.564
22042,19.025,287.592,217.062,1107.117,148.72425,39.13,183.696
22043,19.025,287.625,217.062,1107.117,148.739,39.1,184.782
22044,19.025,287.636,217.062,1107.117,148.7635,39.04,184.782
22045,19.023,287.733,217.062,1107.117,148.76225,38.99,184.782
22046,19.205,288.599,217.062,1107.117,148.76225,38.96,184.758
22047,19.209,289.27,217.062,1107.117,148.79575,38.95,184.758
22048,19.197,289.714,217.062,1107.117,148.7355,38.89,184.782
22049,19.306,290.136,217.062,1107.117,148.7755,38.86,184.782
22050,19.312,290.742,217.062,1107.117,148.6885,38.84,184.782
22051,19.316,290.634,217.062,1107.117,148.74725,38.81,184.782
22052,19.323,291.013,217.062,1107.117,148.74875,38.76,182.394
22053,19.316,291.587,217.062,1107.117,148.734,38.71,182.37
22054,19.312,291.955,217.062,1107.117,148.7045,38.68,182.37
22055,19.321,291.381,217.062,1107.117,148.7045,38.62,182.34
22056,19.316,290.905,217.062,1107.117,148.743,38.57,182.37
22057,19.17,289.433,217.062,1107.117,148.7475,38.55,182.37
22058,19.111,288.599,217.062,1107.117,148.793,38.52,182.37
22059,19.113,288.242,217.062,1107.117,148.75925,38.51,182.34
22060,19.098,287.051,217.062,1107.117,148.7325,38.49,182.37
22061,19.104,286.304,217.062,1107.117,148.7325,38.46,182.34
22062,19.107,286.142,217.062,1107.117,148.79175,38.4,178.914
22063,19.1,286.088,217.062,1107.117,148.777,38.39,178.758
22064,19.104,286.467,217.062,1107.117,148.81825,38.37,178.758
22065,19.104,286.683,217.062,1107.117,148.74875,38.35,178.782
22066,18.844,285.319,217.062,1107.117,148.78575,38.32,178.758
22067,18.918,285.276,217.062,1107.117,148.746,38.31,178.758
22068,18.867,285.341,217.062,1107.117,148.743,38.3,178.782
22069,18.897,285.46,217.062,1107.117,148.743,38.27,178.758
22070,18.849,284.886,217.062,1107.117,148.72975,38.24,178.782
22071,18.844,284.843,217.062,1107.117,148.746,38.21,178.782
22072,18.851,284.616,217.062,1107.117,148.8315,38.21,175.224
22073,18.842,283.219,217.062,1107.117,148.81675,38.17,175.2
22074,18.851,280.979,217.062,1107.117,148.743,38.17,175.2
22075,18.844,279.961,217.062,1107.117,148.81825,38.17,175.2
22076,18.844,279.691,217.062,1107.117,148.78875,38.13,175.2
22077,18.838,279.388,217.062,1107.117,148.8035,38.13,175.2
22078,18.842,279.377,217.062,1107.117,148.81825,38.12,175.17
22079,18.849,279.398,217.062,1107.117,148.774,38.09,175.2
22080,18.844,278.792,217.062,1107.117,148.72975,38.07,175.2
22081,18.842,278.273,217.062,1107.117,148.75625,38.07,175.2
22082,18.842,278.587,217.062,1107.117,148.7755,38.06,174.24
22083,18.842,278.727,217.062,1107.117,148.70175,38.05,174.03
22084,18.842,279.756,217.062,1107.117,148.7725,38.02,174.006
22085,18.838,279.94,217.062,1107.117,148.7415,37.98,174.03
22086,18.838,280.167,217.062,1107.117,148.7415,37.94,174.006
22087,18.842,279.788,217.062,1107.117,148.6855,37.9,174.006
22088,18.84,279.604,217.062,1107.117,148.75775,37.85,174.006
22089,18.844,279.182,217.062,1107.117,148.81675,37.8,174.006
22090,18.842,278.901,217.062,1107.117,148.78875,37.77,174.006
22091,18.838,278.11,217.062,1107.117,148.78725,37.71,174.03
22092,18.842,278.035,217.062,1107.117,148.78725,37.67,174.006
22093,18.844,277.959,217.062,1107.117,148.774,37.61,174.006
22094,18.84,278.446,217.062,1107.117,148.7445,37.55,174.6
22095,18.84,278.597,217.062,1107.117,148.7445,37.48,174.03
22096,18.842,278.543,217.062,1107.117,148.8315,37.41,174.162
22097,18.84,279.193,217.062,1107.117,148.746,37.34,175.2
22098,18.849,279.344,217.062,1107.117,148.78725,37.32,174.03
22099,18.84,278.911,217.062,1107.117,148.72975,37.25,174.03
22100,18.836,278.868,217.062,1107.117,148.7725,37.19,174.03
22101,18.838,278.164,217.062,1107.117,148.84625,37.13,174.03
22102,18.842,278.164,217.062,1107.117,148.72975,37.06,178.158
22103,18.84,278.078,217.062,1107.117,148.78875,37.01,178.782
22104,18.84,278.099,217.062,1107.117,148.75925,36.94,178.782
22105,18.851,277.407,217.062,1107.117,148.75925,36.87,178.758
22106,18.849,276.66,217.062,1107.117,148.8345,36.81,178.782
22107,18.951,275.989,217.062,1107.117,148.805,36.72,178.782
22108,19.033,275.004,217.062,1107.117,148.78575,36.66,178.782
22109,18.96,274.484,217.062,1107.117,148.69725,36.61,178.782
22110,18.926,274.235,217.062,1107.117,148.8155,36.53,178.758
22111,18.916,274.452,217.062,1107.117,148.8035,36.51,178.782
22112,18.92,274.592,217.062,1107.117,148.743,36.47,179.952
22113,18.928,273.91,217.062,1107.117,148.805,36.46,179.976
22114,18.918,273.618,217.062,1107.117,148.75925,36.38,179.976
22115,18.911,273.597,217.062,1107.117,148.78575,36.31,179.976
22116,19.025,273.445,217.062,1107.117,148.802,36.23,179.976
22117,19.025,273.348,217.062,1107.117,148.77675,36.17,179.976
22118,19.021,273.413,217.062,1107.117,148.81675,36.13,179.976
22119,19.031,273.023,217.062,1107.117,148.805,36.1,179.976
22120,19.027,274.008,217.062,1107.117,148.7165,36.05,179.976
22121,19.027,273.997,217.062,1107.117,148.79025,36,179.976
22122,19.027,273.91,217.062,1107.117,148.805,35.95,178.914
22123,19.021,273.878,217.062,1107.117,148.80075,35.92,178.758
22124,19.023,274.105,217.062,1107.117,148.78875,35.87,178.782
22125,19.027,274.073,217.062,1107.117,148.79175,35.82,178.782
22126,19.027,275.047,217.062,1107.117,148.7755,35.77,178.782
22127,19.027,275.242,217.062,1107.117,148.774,35.74,178.758
22128,19.021,275.199,217.062,1107.117,148.76225,35.73,178.782
22129,19.018,275.502,217.062,1107.117,148.7725,35.67,178.782
22130,19.021,275.166,217.062,1107.117,148.833,35.63,178.782
22131,19.027,275.621,217.062,1107.117,148.79025,35.6,178.758
22132,19.027,275.004,217.062,1107.117,148.79025,35.51,175.326
22133,19.025,275.166,217.062,1107.117,148.7445,35.44,175.17
22134,19.021,275.231,217.062,1107.117,148.76075,35.49,175.2
22135,19.023,275.242,217.062,1107.117,148.77975,35.37,175.2
22136,18.853,275.35,217.062,1107.117,148.746,35.35,175.2
22137,18.84,275.426,217.062,1107.117,148.76075,35.31,175.2
22138,18.828,275.642,217.062,1107.117,148.774,35.3,175.2
22139,18.842,274.96,217.062,1107.117,148.7635,35.3,175.2
22140,18.838,275.675,217.062,1107.117,148.7755,35.3,175.17
22141,18.844,275.177,217.062,1107.117,148.73275,35.22,175.2
22142,18.84,274.365,217.062,1107.117,148.8225,35.21,171.198
22143,18.842,273.38,217.062,1107.117,148.79025,35.23,170.418
22144,18.838,273.445,217.062,1107.117,148.7635,35.21,170.418
22145,18.842,273.293,217.062,1107.117,148.77975,35.11,170.418
22146,18.836,272.936,217.062,1107.117,148.746,35.17,170.418
22147,18.844,272.319,217.062,1107.117,148.76075,35.17,170.418
22148,18.844,271.518,217.062,1107.117,148.77825,35.22,170.418
22149,18.838,270.88,217.062,1107.117,148.777,35.1,170.418
22150,18.836,269.808,217.062,1107.117,148.7945,35.11,170.418
22151,18.849,269.451,217.062,1107.117,148.83725,35.16,170.418
22152,18.844,268.758,217.062,1107.117,148.7635,35.2,167.376
22153,18.844,268.585,217.062,1107.117,148.68975,35.16,166.782
22154,18.842,268.314,217.062,1107.117,148.82125,35.27,166.782
22155,18.842,268.423,217.062,1107.117,148.7635,35.22,166.758
22156,18.844,267.643,217.062,1107.117,148.777,35.26,166.782
22157,18.844,267.925,217.062,1107.117,148.82125,35.14,166.758
22158,18.836,268.358,217.062,1107.117,148.73125,35.28,166.806
22159,18.844,268.412,217.062,1107.117,148.7755,35.36,166.758
22160,18.84,267.459,217.062,1107.117,148.77825,35.28,166.782
22161,18.842,267.849,217.062,1107.117,148.80775,35.37,166.782
22162,18.842,267.686,217.062,1107.117,148.8375,35.42,165.558
22163,18.842,268.163,217.062,1107.117,148.8105,35.41,165.558
22164,18.84,268.477,217.062,1107.117,148.83875,35.37,165.558
22165,18.842,267.427,217.062,1107.117,148.74875,35.48,165.558
22166,18.844,267.589,217.062,1107.117,148.781,35.44,165.558
22167,18.84,266.279,217.062,1107.117,148.8275,35.45,165.558
22168,18.838,266.42,217.062,1107.117,148.77975,35.44,165.588
22169,18.844,266.626,217.062,1107.117,148.765,35.5,165.558
22170,18.834,266.723,217.062,1107.117,148.86975,35.41,165.588
22171,18.838,266.528,217.062,1107.117,148.84025,35.38,165.558
22172,18.84,267.221,217.062,1107.117,148.78125,35.46,165.558
22173,18.844,267.048,217.062,1107.117,148.84225,35.44,165.558
22174,18.838,267.08,217.062,1107.117,148.87325,35.31,165.558
22175,18.838,266.55,217.062,1107.117,148.7515,35.34,165.558
22176,18.844,266.268,217.062,1107.117,148.675,35.3,165.558
22177,18.842,266.734,217.062,1107.117,148.75025,35.3,165.558
22178,18.84,267.232,217.062,1107.117,148.824,35.3,165.558
22179,18.842,267.827,217.062,1107.117,148.8255,35.17,165.588
22180,18.842,268.628,217.062,1107.117,148.75025,35.13,165.558
22181,18.84,268.942,217.062,1107.117,148.7665,35.17,165.558
22182,18.838,270.512,217.062,1107.117,148.7995,35.09,165.558
22183,18.84,271.648,217.062,1107.117,148.81275,35.07,166.728
22184,18.842,272.655,217.062,1107.117,148.798,35.07,166.758
22185,18.838,272.893,217.062,1107.117,148.78125,35,166.758
22186,18.836,274.235,217.062,1107.117,148.78125,34.95,166.782
22187,18.84,274.895,217.062,1107.117,148.8275,34.88,166.782
22188,18.844,275.307,217.062,1107.117,148.7995,34.81,166.782
22189,18.842,276.703,217.062,1107.117,148.78475,34.77,166.782
22190,18.84,277.959,217.062,1107.117,148.829,34.72,166.758
22191,18.838,279.063,217.062,1107.117,148.829,34.68,166.758
22192,18.838,279.81,217.062,1107.117,148.801,34.63,166.758
22193,18.842,281.325,217.062,1107.117,148.79825,34.59,166.782
22194,18.84,281.834,217.062,1107.117,148.7685,34.54,166.782
22195,18.84,281.704,217.062,1107.117,148.81425,34.49,166.782
22196,18.838,282.408,217.062,1107.117,148.80925,34.46,166.758
22197,18.84,283.1,217.062,1107.117,148.78475,34.44,166.758
22198,18.838,284.183,217.062,1107.117,148.801,34.41,166.758
22199,18.838,284.583,217.062,1107.117,148.829,34.4,166.782
22200,18.838,285.785,217.062,1107.117,148.84225,34.39,166.782
22201,18.84,286.672,217.062,1107.117,148.77,34.35,166.758
22202,18.842,287.268,217.062,1107.117,148.78325,34.36,166.758
22203,18.838,287.03,217.062,1107.117,148.86,34.37,166.758
22204,18.844,287.776,217.062,1107.117,148.80225,34.39,166.758
22205,18.84,287.776,217.062,1107.117,148.81575,34.43,166.758
22206,18.842,287.701,217.062,1107.117,148.7715,34.44,166.758
22207,18.842,288.924,217.062,1107.117,148.7995,34.46,166.758
22208,18.836,288.642,217.062,1107.117,148.81425,34.48,166.758
22209,18.844,288.632,217.062,1107.117,148.87475,34.54,166.758
22210,18.844,288.48,217.062,1107.117,148.78475,34.56,166.782
22211,18.836,288.664,217.062,1107.117,148.8305,34.58,166.758
22212,18.804,288.978,217.062,1107.117,148.801,34.63,165.69
22213,18.838,288.069,217.062,1107.117,148.81575,34.67,165.558
22214,18.84,287.961,217.062,1107.117,148.7685,34.75,165.558
22215,18.842,287.56,217.062,1107.117,148.798,34.82,165.558
22216,18.84,286.683,217.062,1107.117,148.801,34.85,165.588
22217,18.838,286.239,217.062,1107.117,148.78475,34.96,165.558
22218,18.838,286.337,217.062,1107.117,148.7875,35.04,165.558
22219,18.836,286.997,217.062,1107.117,148.80225,35.1,165.558
22220,18.842,286.889,217.062,1107.117,148.77275,35.14,165.558
22221,18.84,286.38,217.062,1107.117,148.801,35.12,165.588
22222,18.84,285.882,217.062,1107.117,148.75675,35.39,163.224
22223,18.836,285.85,217.062,1107.117,148.81575,35.34,163.194
22224,18.836,286.304,217.062,1107.117,148.8465,35.49,163.194
22225,18.832,285.817,217.062,1107.117,148.758,35.58,163.194
22226,18.838,285.46,217.062,1107.117,148.801,35.61,163.194
22227,18.838,285.081,217.062,1107.117,148.891,35.7,163.17
22228,18.838,285.276,217.062,1107.117,148.84375,35.8,163.194
22229,18.838,285.157,217.062,1107.117,148.81575,35.87,163.17
22230,18.842,286.218,217.062,1107.117,148.7995,35.92,163.17
22231,18.84,286.748,217.062,1107.117,148.77125,35.98,163.194
22232,18.838,287.528,217.062,1107.117,148.817,36.05,162.366
22233,18.836,287.528,217.062,1107.117,148.798,36.12,161.976
22234,18.842,287.149,217.062,1107.117,148.7715,36.18,161.976
22235,18.84,287.019,217.062,1107.117,148.75675,36.22,161.976
22236,18.84,287.138,217.062,1107.117,148.7875,36.27,161.976
22237,18.838,288.372,217.062,1107.117,148.74325,36.34,161.976
22238,18.84,289.671,217.062,1107.117,148.8495,36.4,161.976
22239,18.838,289.508,217.062,1107.117,148.758,36.42,161.976
22240,18.838,289.692,217.062,1107.117,148.7595,36.46,161.952
22241,18.84,289.952,217.062,1107.117,148.7625,36.49,161.976
22242,18.842,290.277,217.062,1107.117,148.80525,36.54,162.42
22243,18.838,290.223,217.062,1107.117,148.80225,36.58,163.17
22244,18.836,290.504,217.062,1107.117,148.8185,36.62,163.194
22245,18.836,290.18,217.062,1107.117,148.7875,36.66,163.194
22246,18.838,291.24,217.062,1107.117,148.7285,36.7,163.17
22247,18.84,291.706,217.062,1107.117,148.77275,36.73,163.17
22248,18.838,291.641,217.062,1107.117,148.7875,36.76,163.17
22249,18.849,291.392,217.062,1107.117,148.817,36.81,163.194
22250,18.725,290.374,217.062,1107.117,148.789,36.84,163.17
22251,18.836,290.158,217.062,1107.117,148.761,36.88,163.17
22252,18.876,290.407,217.062,1107.117,148.817,36.89,164.364
22253,18.844,290.212,217.062,1107.117,148.832,36.94,164.34
22254,18.84,290.125,217.062,1107.117,148.71375,36.97,164.364
22255,18.842,290.277,217.062,1107.117,148.83325,36.99,164.34
22256,18.844,290.147,217.062,1107.117,148.8025,37.03,164.34
22257,18.844,290.753,217.062,1107.117,148.77575,37.03,164.364
22258,18.842,291.013,217.062,1107.117,148.81575,37.06,164.34
22259,18.84,290.818,217.062,1107.117,148.83325,37.09,164.364
22260,18.84,291.154,217.062,1107.117,148.80375,37.12,164.34
22261,18.838,290.309,217.062,1107.117,148.848,37.15,164.364
22262,18.84,290.277,217.062,1107.117,148.789,37.19,165.558
22263,18.84,289.941,217.062,1107.117,148.83475,37.2,165.588
22264,18.844,289.13,217.062,1107.117,148.74325,37.21,165.558
22265,18.838,289.075,217.062,1107.117,148.74475,37.25,165.558
22266,18.842,288.448,217.062,1107.117,148.80675,37.26,165.558
22267,18.842,288.74,217.062,1107.117,148.8495,37.27,165.588
22268,18.838,289.043,217.062,1107.117,148.832,37.31,165.558
22269,18.84,287.679,217.062,1107.117,148.77425,37.31,165.558
22270,18.84,287.04,217.062,1107.117,148.83475,37.31,165.588
22271,18.838,286.932,217.062,1107.117,148.8185,37.32,165.558
22272,18.838,286.683,217.062,1107.117,148.789,37.32,165.558
22273,18.844,285.936,217.062,1107.117,148.789,37.35,165.558
22274,18.838,285.027,217.062,1107.117,148.851,37.35,165.558
22275,18.834,284.767,217.062,1107.117,148.758,37.35,165.588
22276,18.838,284.031,217.062,1107.117,148.83325,37.35,165.588
22277,18.849,283.295,217.062,1107.117,148.74475,37.35,165.558
22278,18.84,282.343,217.062,1107.117,148.80675,37.35,165.558
22279,18.844,282.245,217.062,1107.117,148.8465,37.35,165.558
22280,18.836,281.758,217.062,1107.117,148.77575,37.35,165.588
22281,18.84,281.174,217.062,1107.117,148.77425,37.35,165.588
22282,18.838,280.319,217.062,1107.117,148.81575,37.34,165.558
22283,18.84,279.95,217.062,1107.117,148.8775,37.34,165.588
22284,18.84,280.167,217.062,1107.117,148.8495,37.34,165.558
22285,18.836,280.892,217.062,1107.117,148.832,37.32,165.588
22286,18.834,281.325,217.062,1107.117,148.87625,37.31,165.588
22287,18.838,281.596,217.062,1107.117,148.832,37.28,165.558
22288,18.838,281,217.062,1107.117,148.80375,37.27,165.588
22289,18.834,280.005,217.062,1107.117,148.80225,37.27,165.558
22290,18.84,279.94,217.062,1107.117,148.7875,37.25,165.558
22291,18.836,280.156,217.062,1107.117,148.78625,37.24,165.558
22292,18.84,280.124,217.062,1107.117,148.7995,37.22,165.276
22293,18.838,280.827,217.062,1107.117,148.829,37.18,164.364
22294,18.842,281.488,217.062,1107.117,148.7715,37.18,164.364
22295,18.838,282.245,217.062,1107.117,148.78625,37.17,164.34
22296,18.842,282.657,217.062,1107.117,148.8305,37.12,164.364
22297,18.84,283.555,217.062,1107.117,148.83325,37.12,164.34
22298,18.834,284.15,217.062,1107.117,148.7995,37.1,164.34
22299,18.838,284.583,217.062,1107.117,148.78475,37.06,164.34
22300,18.838,285.373,217.062,1107.117,148.80375,37.02,164.34
22301,18.836,285.438,217.062,1107.117,148.789,36.98,164.34
22302,18.842,286.055,217.062,1107.117,148.7285,36.95,164.34
22303,18.834,286.337,217.062,1107.117,148.817,36.91,164.364
22304,18.836,286.142,217.062,1107.117,148.77,36.83,164.364
22305,18.838,286.532,217.062,1107.117,148.789,36.82,164.364
22306,18.84,285.752,217.062,1107.117,148.80375,36.8,164.34
22307,18.84,285.525,217.062,1107.117,148.7715,36.76,164.34
22308,18.838,286.791,217.062,1107.117,148.83175,36.73,164.34
22309,18.838,286.488,217.062,1107.117,148.7715,36.69,164.34
22310,18.836,286.142,217.062,1107.117,148.80225,36.66,164.364
22311,18.836,286.9,217.062,1107.117,148.81275,36.62,164.34
22312,18.838,285.796,217.062,1107.117,148.789,36.61,166.704
22313,18.836,285.179,217.062,1107.117,148.7995,36.6,166.728
22314,18.838,285.103,217.062,1107.117,148.77275,36.58,166.782
22315,18.834,284.28,217.062,1107.117,148.786,36.58,166.758
22316,18.832,285.027,217.062,1107.117,148.7875,36.56,166.758
22317,18.83,284.995,217.062,1107.117,148.8895,36.58,166.758
22318,18.84,284.746,217.062,1107.117,148.80225,36.58,166.758
22319,18.834,284.648,217.062,1107.117,148.848,36.61,166.782
22320,18.832,284.388,217.062,1107.117,148.77125,36.62,166.758
22321,18.836,284.713,217.062,1107.117,148.801,36.65,166.758
22322,18.84,283.966,217.062,1107.117,148.78625,36.66,167.898
22323,18.834,284.497,217.062,1107.117,148.81725,36.68,167.952
22324,18.836,283.587,217.062,1107.117,148.7995,36.69,167.952
